age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date
71,51407.77,702,9954.64,35.27,,4,,3,10748.7,Male,Full-Time,High School,Education,Central,Widowed,2020,84,25/8/2020
31,20387.74,672,48355.58,36.7,3,3.8,10181.47,3,4587.99,Female,Full-Time,Bachelor,Home,East,Divorced,2013,36,16/4/2013
37,36059.41,744,8299.04,40.68,4,2.8,27103.72,7,6705.72,Female,Full-Time,High School,Car,East,,2016,48,7/2/2016
34,42113.4,535,40198.96,59.91,2,0,1385.07,7,9939.67,Male,Full-Time,,Personal,East,Married,2022,60,17/4/2022
63,16692.98,680,1873.78,14.31,3,3,,8,3101.84,Male,Self-Employed,Bachelor,Car,Central,Single,2013,12,27/1/2013
48,7003.8,712,50127.53,40.96,0,0.2,3030.43,6,1645.31,Female,Unemployed,PhD,Home,North,Married,2018,48,5/9/2018
45,75482.4,567,15088.69,38.3,2,3.9,18899.84,9,15793.11,Female,Full-Time,PhD,Home,North,,2023,48,16/9/2023
45,70494.96,724,43563.2,36.79,4,0.5,3879.98,3,27635.15,Male,Retired,,Medical,Central,,2022,36,8/10/2022
59,24122.9,494,14475.8,22.16,6,3.2,13619.82,9,7260.02,Male,Full-Time,Master,Education,Central,Single,2012,60,6/9/2012
55,67064.11,530,23431.86,36.65,6,0.5,6961.59,5,13026.91,Female,Full-Time,High School,Education,Central,,2018,36,19/4/2018
42,85201.96,788,2858.21,11.56,6,4.4,15828.45,7,21143.39,Male,Full-Time,,Personal,West,Single,2014,60,5/10/2014
61,46991.73,696,17400.66,14.43,1,,5994.17,8,12244.42,Male,Self-Employed,,Medical,South,Widowed,2023,12,23/10/2023
53,34226.6,569,10382.71,25.92,3,1.3,1396.88,8,,Female,Full-Time,,Car,West,Single,2013,48,7/4/2013
66,28767.77,663,9717.42,25.76,,16.2,3197.43,3,5838.45,Male,Full-Time,High School,Home,East,Single,2012,24,18/8/2012
32,43318.59,635,5211.98,25.31,0,3.6,29347.39,1,,Male,Full-Time,Bachelor,Medical,East,Single,2023,24,21/11/2023
73,22663.39,573,6205.88,9.33,1,0.3,2549.04,9,,Female,Self-Employed,High School,Car,South,Married,2015,60,13/4/2015
58,73981.4,624,7474.78,23.77,1,1.2,3900.88,9,25689.15,Male,Unemployed,High School,Education,South,Single,2019,36,26/2/2019
65,47556.15,747,4877.87,22.36,4,5.6,38953.66,3,9614.08,Female,Full-Time,,Home,West,Married,2019,84,4/6/2019
33,34978.14,646,65582.11,35.96,,7.2,11998.65,0,9388.23,Male,Self-Employed,,Car,South,Divorced,2017,36,28/3/2017
49,24927.02,761,9468.86,63.14,1,0.2,11060.18,0,5744.65,Male,Self-Employed,,Car,East,,2016,36,1/6/2016
19,26471.87,690,23309.01,61.92,0,31,2447.81,0,4611.35,Female,Full-Time,Bachelor,Education,South,Married,2019,24,24/11/2019
56,19629.22,564,5676.89,22,5,12.9,2579.55,1,7280.34,Female,Part-Time,High School,Home,South,Married,2023,12,23/11/2023
58,39479.83,724,23192.68,14.79,4,22.5,101201.89,9,10722.55,Female,Part-Time,Master,Personal,East,Single,2016,48,5/10/2016
46,86599.32,570,9160.33,19.71,5,4.9,5423.38,6,24057.48,Male,Self-Employed,High School,Business,West,Single,2012,48,5/2/2012
65,27619.57,475,27702.47,30.88,3,1.3,14115.88,8,8179.38,Female,Full-Time,Master,Home,North,Married,2013,48,2/3/2013
74,58896.96,674,33360.58,40.36,0,1.3,4837.49,9,23057.96,Female,Unemployed,,Personal,Central,Single,2024,36,2/4/2024
66,82540.24,593,42169.61,42.76,1,5.3,1406.12,8,27584.67,Male,Full-Time,Master,Business,North,Married,2015,60,1/8/2015
36,42313.86,741,5014.98,6.67,5,6.9,1689.41,5,9853.89,Female,Full-Time,High School,Education,East,Single,2010,60,10/5/2010
71,100586.38,542,16370.14,16.01,5,3.1,14824.88,9,32631.41,Male,Part-Time,,Education,South,Married,2016,60,26/12/2016
42,,574,34232.54,32.03,1,13.4,10130.05,4,14112.24,Male,Full-Time,Bachelor,Home,Central,Single,2015,48,23/4/2015
74,27026.31,537,18004.79,29.62,4,7.2,11318.43,0,6908.99,Female,Self-Employed,Bachelor,Medical,South,Married,2021,60,15/8/2021
69,24189.36,743,26417.1,14.86,2,1,4392.99,7,4499.83,Male,Unemployed,Bachelor,Personal,East,Single,2014,24,26/8/2014
52,33784.04,622,24346.78,18,5,9.3,4735.44,2,5747.63,Male,Unemployed,Master,Home,Central,Married,2011,48,8/11/2011
31,77972.19,505,8874.32,37.85,4,12.6,3398.35,2,17486.92,Female,Full-Time,,Car,South,Married,2022,84,11/10/2022
71,39568.11,717,8826.32,50.21,5,2.7,7501.33,3,8238.9,Male,Self-Employed,Master,Car,Central,Married,2017,24,12/1/2017
69,66194.42,553,18801.83,25.21,1,4.9,19215,7,17637.25,Male,Part-Time,High School,Medical,Central,Single,2013,60,21/8/2013
51,36720.85,695,14019.88,47.96,6,1.7,6336.83,2,12123.74,Male,Full-Time,,Business,South,Single,2023,60,11/6/2023
36,93171.63,785,6037.49,6.83,3,13.5,824.58,3,24772.43,Male,Full-Time,Master,Medical,East,Single,2023,84,17/3/2023
26,68409.79,763,49546.79,35.44,2,5.2,3568.33,1,13663.11,Male,Full-Time,Bachelor,Car,North,Single,2024,84,1/10/2024
67,29974.12,850,15184.41,13.88,,2.7,27364.46,3,5646.87,Male,Self-Employed,Master,Car,North,,2021,84,20/9/2021
20,65913.52,555,17390.07,21.14,1,6.3,33320.23,8,17396.8,Female,Unemployed,High School,Medical,South,Married,2012,60,8/9/2012
73,,725,13722.28,64.94,4,,9509.15,2,54185.24,Female,Full-Time,Bachelor,Education,West,Single,2014,60,21/3/2014
59,26894.75,743,8070.7,14.22,6,12,20418.92,9,8220.96,Male,Full-Time,Master,Home,Central,Single,2016,60,23/3/2016
63,30411.02,612,2739.37,32.3,5,26.8,1133.01,4,8221.25,Male,Full-Time,,Car,West,Divorced,2023,36,18/2/2023
27,38787.46,761,4342.4,24.17,3,2,8612.61,6,9887.63,Male,Full-Time,Master,Personal,West,Married,2017,36,19/7/2017
60,151286.51,691,10511.12,50.71,4,2.6,157.19,1,54159.14,Female,Full-Time,,Car,Central,Married,2020,60,5/4/2020
63,76522.96,661,25052.5,42.21,5,,1023.83,7,17860.34,Female,Part-Time,High School,Business,North,Married,2019,36,7/1/2019
40,67210.04,681,5677.01,13.53,4,17.4,2952.46,6,14479.62,Non-Binary,Full-Time,Master,Car,Central,Married,2020,36,21/4/2020
72,24397.75,662,9123.11,30.08,0,3.8,1666.67,7,7649.95,Male,Unemployed,Master,Education,North,Single,2018,84,5/9/2018
70,98598.62,604,3070.36,29.15,0,0.5,6059.93,1,,Male,Self-Employed,High School,Education,East,,2022,60,27/11/2022
55,38401.1,580,3772.01,36.06,3,,3360.07,2,7768.76,Male,Unemployed,PhD,Car,South,Divorced,2019,48,15/6/2019
26,108847.62,673,6937.03,29.5,2,2.4,5720.56,0,22911.75,Male,Retired,Bachelor,Home,North,Single,2019,60,26/1/2019
48,82532.12,604,19135.01,55.4,2,11.5,19730.79,6,19717.29,Male,Full-Time,PhD,Education,Central,Married,2019,60,16/9/2019
65,152902.28,665,22870.88,8.54,6,5.7,12157.98,7,25498.79,Male,Full-Time,Bachelor,Home,South,Married,2015,48,6/7/2015
35,65675.5,634,10432.66,8.83,3,5,,8,12745.17,Female,Full-Time,Bachelor,Education,Central,Single,2020,60,25/1/2020
50,77801.39,840,15402.6,30.52,1,7.1,4642.83,1,,Male,Full-Time,High School,Education,West,,2016,60,27/5/2016
57,162837.53,620,16512.07,4.16,3,8.4,,1,32705.8,Male,Unemployed,Master,Home,East,,2022,60,9/1/2022
22,50252.88,577,7885.43,27.28,3,5.3,7284.33,6,12516.6,Male,Retired,PhD,Home,West,Married,2015,84,17/7/2015
57,148895.09,661,8746.92,25.59,6,2.7,5543.32,1,55152.6,Female,Full-Time,Master,Education,South,Single,2018,36,21/10/2018
20,28936.24,659,31145.89,22.13,,3.5,25211.5,8,5714.5,Male,Part-Time,Bachelor,Home,Central,Divorced,2017,48,6/1/2017
43,193492.18,627,7511.18,21.78,0,0.3,3252.94,1,39110.19,Male,Part-Time,High School,Business,Central,Married,2019,12,15/12/2019
56,95510.17,740,5381.7,56.81,4,13.2,5153.77,1,27617.96,Male,Full-Time,Bachelor,Personal,Central,Single,2018,24,8/3/2018
53,25511.53,637,32864.34,49.19,2,5.1,177.42,4,9605.62,Male,Self-Employed,,Business,West,Single,2019,84,25/4/2019
53,127002.06,671,6359.9,25.69,6,6,1864.34,5,,Female,Full-Time,High School,Medical,Central,Single,2013,36,17/6/2013
41,133104.72,709,19677.4,65.2,2,13.7,2049.29,3,25892.93,Male,Full-Time,Bachelor,Business,Central,Married,2018,60,10/11/2018
32,247570.16,746,11458.63,54.03,5,2.7,3700.4,4,50469.95,Female,Retired,High School,Medical,South,Single,2016,60,10/4/2016
23,40805.46,547,18241.96,23.16,4,,3002.51,1,8350.14,Male,Self-Employed,,Business,North,Single,2016,36,13/9/2016
60,41031.69,578,58393.3,25.28,2,0.1,2871.49,2,9069.36,Female,Full-Time,,Personal,East,,2012,48,18/1/2012
48,45184.4,658,17954.46,32.15,1,6.2,14001.3,7,7735.15,Female,Unemployed,High School,Education,Central,Divorced,2014,48,8/2/2014
25,63036.9,684,14813.42,23.3,1,5.6,7648.51,3,16442.75,Male,Part-Time,Master,Business,Central,Widowed,2016,36,21/9/2016
46,27981.7,704,7843.74,52.57,4,,10319.9,7,6442.23,Female,Full-Time,Master,Business,Central,Married,2014,84,27/6/2014
38,121790.25,634,5568.82,53.89,3,2.8,810.2,2,24706.38,Female,Unemployed,,Business,North,,2016,12,16/7/2016
74,21455.66,728,15389.88,23.07,0,3.7,,6,3846.81,Female,Self-Employed,,Home,Central,Married,2024,24,20/6/2024
66,48655.5,609,24225.28,30.28,0,0.9,7034.93,5,8993.17,Male,Unemployed,Bachelor,Business,East,Single,2019,84,8/9/2019
64,107951.67,652,3734.9,12.34,4,0.3,20659.37,7,21190.31,Female,Full-Time,Bachelor,Business,Central,Single,2017,60,2/2/2017
51,66089.81,605,10500.11,49.66,1,6,451.56,5,16622.97,Male,Full-Time,Bachelor,Education,West,Single,2016,48,1/12/2016
19,40461.6,620,22365.76,10.56,5,4.7,18986.37,2,7442.45,Male,Full-Time,Bachelor,Medical,North,Widowed,2013,84,25/8/2013
47,67517.37,696,29245.82,42.78,3,0.1,1637.41,8,11519.6,Male,Part-Time,,Home,North,,2020,48,11/4/2020
25,51099.22,659,23696.36,32.97,3,1.6,211.05,2,14067.02,Female,Full-Time,High School,Home,West,,2018,60,23/11/2018
24,40927.05,619,4997.73,20.8,4,2.5,127800.97,1,7664.11,Male,Full-Time,High School,Home,East,,2017,36,19/2/2017
43,60409.43,674,10733.97,32.55,5,2.7,10857.19,9,16517.64,Female,Full-Time,PhD,Personal,East,,2018,60,9/10/2018
45,,702,24709.04,11.21,3,5.5,4311.5,6,11799.74,Female,Part-Time,Bachelor,Car,North,Single,2015,60,22/3/2015
31,57606.93,581,7258,32.87,3,,11424.96,0,15387.22,Female,Full-Time,Bachelor,Education,West,Married,2023,12,6/6/2023
65,33484.46,569,14505.52,18.65,5,2.2,79845.11,5,9729.64,Male,Full-Time,Bachelor,Personal,East,,2016,48,10/7/2016
67,46803.41,821,43015.97,13.21,6,1.2,,2,11239.2,Male,Full-Time,Master,Home,East,,2018,84,1/2/2018
23,68084.74,541,27195.2,37.94,3,0.5,3625.94,2,11808.37,Female,Full-Time,Bachelor,Home,East,Single,2019,48,11/8/2019
31,166355.09,557,39544.94,16.49,3,6.6,55389.58,2,55509,Female,Unemployed,Bachelor,Business,Central,Married,2014,60,13/9/2014
30,,699,15555.14,12.02,3,3,13836.64,4,28796,Female,Unemployed,Bachelor,Education,Central,Single,2018,24,15/2/2018
62,73746.9,680,16533.42,19.55,0,0,,5,19773.47,Male,Full-Time,PhD,Home,West,Married,2017,48,3/7/2017
58,69452.48,665,4910.79,22.64,0,3.5,7565.49,9,13037.05,Female,Full-Time,Master,Personal,Central,Married,2016,60,3/3/2016
57,30265.51,556,11818.9,12.6,2,0.5,21206.7,5,5045.38,Female,Full-Time,,Home,North,,2017,48,18/5/2017
41,61123.56,759,17209.86,30.41,,1.2,9796.54,1,20906.59,Male,Unemployed,,Personal,South,Divorced,2015,36,22/10/2015
20,44885.72,611,10515.12,25.78,0,4.7,6346.88,4,12008.6,Male,Unemployed,,Car,East,Married,2018,60,12/3/2018
21,79344.63,619,35797.88,36.19,6,0.9,20779.85,4,15965.88,Female,Full-Time,Master,Education,East,Divorced,2014,36,17/7/2014
70,60730.99,688,5576.61,3.54,4,10.1,1127.64,8,,Male,Full-Time,High School,Personal,West,Single,2012,60,6/1/2012
32,11141.49,597,6172.88,35.11,2,0.9,428.33,0,,Female,Full-Time,Bachelor,Home,Central,Married,2015,36,27/1/2015
59,14539.68,654,20130.68,23.5,2,2.9,5624.96,4,2441.95,Female,Unemployed,High School,Car,West,Married,2023,48,20/11/2023
55,112579.5,591,7573.86,5.6,6,7.8,11937.29,4,29545.77,Male,Unemployed,Bachelor,Home,Central,Single,2023,84,27/9/2023
46,46996.99,508,10182.94,3.9,2,6.5,2528.5,0,10261.02,Female,Part-Time,High School,Personal,West,Single,2015,60,19/1/2015
27,58992.85,693,7882.65,13.28,3,2.9,38609.5,8,14031.78,Female,Full-Time,Master,Car,South,Single,2016,24,6/7/2016
31,21440.05,655,18715.78,31.02,4,,745.91,6,7746.54,Male,Unemployed,High School,Education,East,Married,2022,60,16/9/2022
27,22507.91,601,15137.91,33.13,1,3.1,3272.98,3,4397.78,Female,Full-Time,Master,Home,North,Married,2015,36,24/4/2015
40,34730.57,696,14224.57,31.45,2,,5667.66,5,6912.04,Male,Full-Time,Master,Car,North,Single,2021,48,20/8/2021
52,66362,606,5213,50.67,6,,422.23,3,15535.51,Male,Full-Time,Master,Home,North,Single,2020,36,19/5/2020
59,55214.28,720,17770.76,29.24,5,3.2,2991.76,4,16483.64,Male,Retired,Master,Business,Central,Married,2015,36,9/10/2015
52,45821.79,641,19442.84,24.92,2,13.5,28570.38,9,7975.09,Male,Full-Time,Bachelor,Car,West,Single,2024,12,12/6/2024
19,81057.95,608,7331.58,25.16,1,3.1,,0,15111.11,Female,Self-Employed,Bachelor,Business,East,Single,2013,60,24/12/2013
32,50489.73,721,5241.97,64.61,4,3,1917.71,6,9567.84,Female,Full-Time,Master,Home,East,Married,2017,36,27/8/2017
40,60452.01,689,8813.76,36.38,3,2.7,1206.16,7,16452.39,Female,Full-Time,Bachelor,Home,Central,Single,2018,48,9/3/2018
50,34488.7,496,6667.58,54.46,3,,1407.38,9,5761.68,Male,Full-Time,High School,Home,South,Married,2023,84,8/11/2023
71,116488.15,606,19531.06,21.46,2,,12956.31,8,,Male,Self-Employed,Master,Home,South,Single,2024,24,22/3/2024
21,46892.38,571,45290.57,46.09,5,0.3,15659.41,4,9623.72,Female,Full-Time,High School,Personal,East,Married,2022,36,8/8/2022
62,73030.81,564,43060.2,12.55,0,6.8,20285.13,2,20324.39,Female,Retired,,Business,East,,2019,24,24/10/2019
62,48310.23,586,10910.84,19.13,4,0.5,6051.05,7,17683.72,Female,Full-Time,High School,Personal,East,Married,2013,24,20/8/2013
30,41394.75,821,36408.09,7.37,1,0.8,1697.33,8,7463,Female,Full-Time,Master,Business,Central,Single,2011,36,3/9/2011
23,33956.37,587,4243.89,20.27,,3.9,1828.65,4,10749.45,Male,Full-Time,Master,Home,North,Single,2016,48,19/10/2016
44,46686.73,526,12438.25,57.47,5,0.2,3246.11,0,9015.99,Male,Part-Time,Bachelor,Education,South,Divorced,2022,60,4/12/2022
32,36473.51,739,32235.89,23.54,4,6.5,310.26,3,7675.3,Male,Part-Time,Master,Medical,South,Married,2017,36,9/11/2017
51,58861.65,728,4156.95,15.68,0,2.3,29002.01,5,13556.64,Female,Full-Time,High School,Personal,Central,Married,2013,36,20/8/2013
65,25646.69,629,53762.89,28.58,2,14.9,,2,7603.75,Female,Full-Time,,Home,South,Married,2016,60,23/8/2016
32,17232.13,608,9896.88,12.46,0,23,8718.9,9,4811.48,Male,Full-Time,Master,Car,West,Divorced,2021,36,19/5/2021
52,16992.83,771,8486.18,56.28,2,4.4,45250,8,4186.32,Female,Full-Time,Bachelor,Medical,Central,Married,2020,36,6/1/2020
34,16696.86,569,16008.58,38.48,4,0.3,1688.74,6,3713.09,Male,Unemployed,Bachelor,Personal,West,Married,2021,48,25/5/2021
23,,738,14227.05,29.54,5,0.8,14854.17,3,8994.34,Female,Full-Time,Bachelor,Personal,West,Married,2015,60,9/7/2015
69,42440.76,754,6251.51,45.67,2,1.5,1254.34,6,10219.07,Female,Full-Time,,Business,North,Single,2019,36,23/12/2019
32,49877.17,656,5501.89,18.72,4,5.6,1994.43,8,13379.38,Female,Part-Time,High School,Home,East,Single,2016,24,14/5/2016
62,36827.55,610,3684.13,23.65,0,33.7,3161.02,8,10834.52,Male,Full-Time,Bachelor,Car,East,,2013,12,10/5/2013
64,52316.56,532,17027.2,13.67,0,4.1,2483.19,5,10488.25,Female,Part-Time,Master,Business,East,Married,2016,36,7/2/2016
48,81959.34,631,6444.04,54.21,5,,11218.16,7,18738.11,Female,Full-Time,,Medical,Central,Single,2018,60,4/8/2018
30,25461.73,683,8315.76,71.02,3,1.3,1364.23,1,5341.44,Female,Full-Time,High School,Home,Central,,2022,48,18/7/2022
35,142781.29,682,9656.54,44.74,1,,,3,28652.45,Male,Full-Time,Master,Home,South,Single,2016,24,16/9/2016
72,83260.97,474,12172.05,24.88,0,4.2,2383.65,0,21635.74,Female,Part-Time,Bachelor,Business,East,Widowed,2011,48,25/7/2011
68,68519.28,636,26257.21,16.08,0,4.2,1042.44,2,11560.12,Male,Full-Time,,Business,South,Married,2018,84,21/5/2018
61,45762.01,850,32157.17,3.66,3,0,2065.89,3,9453.73,Female,Self-Employed,Bachelor,Car,Central,Married,2015,48,18/7/2015
22,17696.74,660,19390.58,5.12,3,1.9,13891.28,7,3576.04,Female,Self-Employed,High School,Business,North,Married,2010,36,28/1/2010
31,48481.8,535,30995,2.38,1,6.7,8929.28,7,9293.59,Male,Unemployed,,Home,West,Married,2014,48,3/11/2014
31,50681.34,671,7403.44,72.87,,12,4446.57,4,14643.38,Male,Full-Time,High School,Education,South,Single,2020,48,25/4/2020
26,43622.5,805,27074.13,61.97,1,5.8,3229.38,3,8752.3,Male,Retired,Master,Home,Central,Married,2016,48,22/8/2016
64,65164.77,609,4445,45.09,4,10.6,2758.72,3,24034.37,Male,Full-Time,,Business,East,Single,2011,60,14/3/2011
33,124292.23,730,13216.53,10.47,1,1.7,16493.49,2,25673.16,Male,Retired,High School,Education,West,Divorced,2020,36,3/9/2020
72,25845.03,684,5612.65,18.24,1,,7394.74,7,4536.51,Female,Unemployed,Bachelor,Medical,West,Divorced,2024,60,18/5/2024
18,,732,7981.62,18.03,0,1,729.08,2,10724.75,Male,Part-Time,PhD,Home,East,,2013,84,26/2/2013
31,36975.7,685,19934.48,41.65,6,0.6,1395.73,4,9265.11,Male,Retired,Bachelor,Car,North,Married,2012,60,28/1/2012
37,17545.78,658,13260.58,59.59,2,0.4,,0,3566.28,Male,Self-Employed,PhD,Car,East,Married,2018,36,11/11/2018
65,,656,32444.24,31.27,2,1.4,3403.48,7,12509.09,Male,Full-Time,High School,Personal,North,Divorced,2017,48,18/6/2017
69,20927.92,682,10320.32,2.84,6,12.9,12813.84,4,3826.44,Female,Self-Employed,Bachelor,Personal,North,Married,2023,60,2/12/2023
23,,414,62532.37,25.82,,1.3,3856.92,5,5305.12,Male,Part-Time,PhD,Medical,South,Single,2024,60,9/8/2024
27,57155.63,826,12559.83,34.2,1,3.7,6295.1,2,22194.75,Male,Self-Employed,Bachelor,Education,West,Married,2021,36,1/1/2021
27,90156.9,590,11053.51,45.56,5,7.8,,9,16302.55,Female,Part-Time,,Personal,Central,Married,2019,84,22/1/2019
26,50391.42,574,7554.11,20.56,4,2,42023.82,0,16273.51,Female,Full-Time,High School,Personal,North,Married,2012,60,20/5/2012
50,55609.94,627,26425.69,13.37,5,7.8,4021.27,9,11434.46,Male,Unemployed,Master,Car,Central,Married,2017,12,24/7/2017
35,19180.19,566,23190.08,6.49,2,,3460,2,7654.81,Non-Binary,Full-Time,High School,Home,Central,Single,2022,60,25/6/2022
40,40805.31,570,159855.29,25.01,1,11.7,10063.81,6,9680.61,Female,Self-Employed,Bachelor,Business,East,Married,2022,12,2/12/2022
59,27402.01,677,7916.7,39.68,5,7.2,10768.21,1,6768.85,Female,Full-Time,Bachelor,Personal,North,Divorced,2016,48,5/6/2016
57,33680.24,688,13166.94,50.28,4,9.1,7564.11,7,,Male,Retired,High School,Medical,West,Married,2018,36,26/10/2018
46,36459.69,783,14066.32,32.73,4,4.3,3709.56,3,12672.2,Male,Full-Time,Master,Car,South,Married,2021,36,23/6/2021
63,47660.69,665,77830.35,4.6,6,2.5,55977.1,9,10897.07,Female,Full-Time,Bachelor,Business,South,Married,2012,60,8/7/2012
19,46994.9,686,6316.75,21.94,4,8.6,5916.42,4,9519.72,Male,Part-Time,PhD,Medical,North,Married,2023,48,8/9/2023
22,80687.37,661,5152.54,56.87,5,1,4248.06,2,30043.98,Female,Full-Time,,Personal,West,Single,2023,12,10/5/2023
71,86329.8,718,62082.26,31.25,6,9.6,10797.02,3,15507.46,Female,Full-Time,Master,Personal,North,Married,2015,36,7/4/2015
55,63898.4,660,19883.89,39.92,4,5.4,7475.97,9,12561.54,Male,Full-Time,High School,Car,Central,Single,2024,24,17/3/2024
29,28782.49,743,3523.56,13.47,3,4.9,19476.65,7,7948.47,Male,Full-Time,Master,Car,West,Single,2013,12,15/3/2013
32,44175.26,761,6582.61,16.82,0,3.9,4689.56,5,8382.36,Female,Full-Time,High School,Home,West,Married,2023,48,25/5/2023
72,37451.11,690,13214.88,17.33,2,1.2,2522.57,9,11794.39,Male,Part-Time,High School,Home,North,Divorced,2020,36,26/2/2020
73,62888.71,746,15411.64,65.81,1,0.1,1378.95,4,15748,Male,Retired,High School,Car,South,Single,2012,36,15/6/2012
69,51461.37,556,19850.28,13.4,0,17.9,4921.95,8,10723.01,Male,Full-Time,Bachelor,Medical,North,Married,2023,24,4/12/2023
68,65458.23,720,7742.11,59.63,6,3.7,1023.14,9,,Female,Self-Employed,,Medical,Central,,2016,60,17/11/2016
51,28453.33,522,13317.08,22.24,5,4.8,628.96,8,8515.2,Male,Self-Employed,High School,Education,North,,2021,48,11/2/2021
21,43176.11,624,17607.83,19.27,1,4.6,984.67,0,8212.66,Male,Part-Time,High School,Car,South,Married,2024,36,24/1/2024
36,37997.52,582,6961.57,37.07,0,,38512.58,3,7804.16,Male,Full-Time,High School,Car,East,Single,2015,48,16/6/2015
46,31220.2,663,23625.88,22.02,5,3.5,,3,8075.87,Female,Full-Time,Bachelor,Car,North,,2024,60,4/2/2024
47,106673.42,664,13530.97,25.85,2,,5599.33,8,20774.02,Male,Full-Time,,Home,East,,2011,12,1/4/2011
64,47461.92,576,5098.66,54.37,0,0.6,6215.86,3,12114.91,Non-Binary,Full-Time,Master,Medical,West,Married,2015,60,15/6/2015
40,33050.55,654,8389.98,48.68,0,6.8,9849.87,9,9134.4,Female,Full-Time,Bachelor,Home,West,Married,2015,60,7/2/2015
55,26671.26,488,7715.57,32.11,2,5.6,2071.85,4,,Female,Self-Employed,,Business,West,Single,2021,36,18/12/2021
31,48921.25,755,28157.59,7.01,2,11.1,1690.44,3,11832.12,Male,Self-Employed,Bachelor,Car,North,Single,2014,48,7/6/2014
65,29304.81,693,11501.92,8.87,0,3.9,20791.46,1,4947.6,Female,Retired,High School,Education,South,Married,2014,60,21/9/2014
30,,663,11242.59,25.9,6,1.2,2369.78,9,10814.88,Male,Full-Time,PhD,Car,Central,Married,2014,48,2/5/2014
32,,624,6127.71,40.04,1,0.8,917.96,6,18437.84,Non-Binary,Full-Time,,Business,South,Divorced,2013,48,26/2/2013
68,22804.01,557,23222.47,24.1,,1.6,7001.91,8,4662.07,Male,Full-Time,Bachelor,Medical,North,,2013,60,6/11/2013
20,40199.41,699,19181.58,22.49,5,4,,0,10227.64,Female,Part-Time,High School,Business,East,Single,2017,36,21/8/2017
72,56243.18,614,17895.14,17.37,,1.1,549037.42,8,13440.76,Female,Full-Time,High School,Education,South,Married,2017,48,2/10/2017
31,84901.68,578,33360.41,12.22,0,9.6,1177.76,2,,Female,Full-Time,Master,Education,North,Married,2018,60,8/9/2018
